shuffle_id,CRRP_Allocation_global_mean,CRRP_Flexibility_global_mean,CRRP_Residual_global_mean,CRRP_Contrast_global_mean,CRRP_Switching_global_mean,stability_margin,stability_margin_obs_tha,stability_margin_obs_bg,stability_margin_obs_cb,E_Pobs_tha,E_Pobs_bg,E_Pobs_cb,E_cort,C_reg,E_g_update
29,0.418822127822833,0.003437607393030384,5.306341058896869e-06,4.74643280335295e-06,0.0004543102276490768,-0.005622264810022324,-0.021902481128314916,-0.030032059917352364,-0.05017182194124499,845.4868761918319,1448.1485418422335,2491.9660662236374,12580.43792543423,19362.30282825968,0.0015871931604986402
30,0.3642071480331829,0.002254814822563858,4.639792144790076e-06,4.7997299020383336e-06,0.00042466487476365723,-0.005622264810022324,-0.028177760344246853,-0.03840708734073878,-0.06012896147274295,955.391715439305,1463.6747024988354,2406.0086777290753,14230.814508373773,19365.178596297756,0.00149775716967348
31,0.45388769367113296,0.003263733111699012,4.945103114830678e-06,5.2935837602347425e-06,0.000469400344162068,-0.005622264810022324,-0.021968820876619735,-0.03484421094749798,-0.051152308045229855,844.4544123088094,1428.0614220212608,2386.1802166121406,11253.880460108105,19361.87097248115,0.0016638118289328656
32,0.40900202417402826,0.0026947245436333067,4.659002862225019e-06,4.992326410048911e-06,0.00043497482276635415,-0.005622264810022324,-0.026990433262696983,-0.03593290611516574,-0.04975229270993186,923.9943623563316,1471.5322504066414,2368.5334095068515,12014.6179094159,19362.82092530538,0.0015011840113222247
33,0.36326821681505367,0.0028599471201742345,5.0563632632842005e-06,5.808996864398112e-06,0.0004879988502229291,-0.005622264810022324,-0.017685507294507085,-0.03519983306885487,-0.06447886663209912,863.5111390588405,1535.428975967382,2545.30467086476,13039.851880573417,19363.47874657471,0.0018735206265248206
34,0.33007918748545445,0.00307387287938299,4.967743126152834e-06,5.825518574859381e-06,0.00048154086703767053,-0.005622264810022324,-0.027578951303590574,-0.03992711949012974,-0.052139471007886455,881.1303209861782,1495.153414998881,2488.842502327434,15122.07176484859,19365.469678416714,0.0017737276510715182
35,0.319685396655618,0.002860670150271605,4.830724476729135e-06,5.119646665579735e-06,0.00045116116895753676,-0.005622264810022324,-0.03040018640181328,-0.03903665214541687,-0.06530347078223613,964.3258834301578,1535.859552146281,2474.926694021639,12459.176076268988,19364.2647957814,0.0016021303994293511
36,0.383330212213659,0.0030032201682077112,5.001114006773285e-06,5.343918396951003e-06,0.0004635202850349566,-0.005622264810022324,-0.02163747259912796,-0.03926993215861688,-0.062183722019034,935.3120011576651,1556.203924629598,2547.1211806542105,15914.827435352061,19367.783643337796,0.0016756891179839906
37,0.3047557799525963,0.00319927491031449,4.704507137175334e-06,8.289544710975706e-06,0.0005612109904859632,-0.005622264810022324,-0.020112653285691076,-0.046275022704555996,-0.058220343190074554,883.349355981688,1559.2830524856395,2471.7831225361797,11917.886099306128,19362.790706033848,0.002495190372967389
38,0.3712202493736654,0.0036409948442926634,5.087127021970295e-06,5.01912576359742e-06,0.00045898045625335855,-0.005622264810022324,-0.026389143122364605,-0.03340408785308353,-0.05384585490582145,940.1731648854241,1455.1874177923876,2436.350650359073,13921.510154298974,19363.589671753976,0.0016618250536414433
39,0.46615178041396704,0.003978499760525958,5.089567633072434e-06,4.211591494037579e-06,0.0004242098303758726,-0.005622264810022324,-0.021276629676029613,-0.027727985468645917,-0.05829778089499823,918.6559555450542,1455.8033985670545,2474.5276689748835,11549.19232872268,19360.972125240125,0.0013653168046375568
40,0.362667037565311,0.002900066874917722,4.866374276773388e-06,4.94806622329827e-06,0.000445099560454074,-0.005622264810022324,-0.01852485013323174,-0.033878332503086306,-0.0558807139369401,848.3738374096541,1442.3615958227513,2372.1999212624996,11886.814903584087,19361.702787536404,0.0015467725870208693
41,0.41001407798202544,0.002595754382603296,5.052196532591366e-06,4.563986377169846e-06,0.0004334704446363662,-0.005622264810022324,-0.018716133368146367,-0.030293730257017627,-0.05374584956197764,960.8654661336146,1503.7429521133286,2490.6191122895934,15872.687343705133,19366.712463244938,0.0014562529156112334
42,0.4340849597823604,0.003646360272909559,5.601931208647728e-06,4.447805449559218e-06,0.00044960441385063414,-0.005622264810022324,-0.02008353924745343,-0.028770278237000308,-0.047356375856763396,850.2684319723588,1417.5679191767385,2419.5108003028627,14959.75564103004,19367.0203503217,0.0015895000527932808
43,0.3546919722539707,0.002614899379110423,4.989942774202157e-06,5.535490845782801e-06,0.0004707946847020987,-0.005622264810022324,-0.025351794284344354,-0.03751533578493237,-0.05510194788526274,954.8313805077393,1499.5316581299076,2458.080853404856,14967.389354834311,19365.682538964527,0.0017689001364507696
44,0.3432237333563714,0.0021248750706993353,5.137878664279421e-06,5.4530182340805e-06,0.00048508366948432196,-0.005622264810022324,-0.02239265352745328,-0.03049861462587495,-0.0616411159522348,953.5169629552106,1545.298130024629,2546.519976961714,12774.551622377672,19362.68229719383,0.0017907537412702862
45,0.354461095082253,0.004359176131327142,5.210116428825319e-06,5.401075139661053e-06,0.00048367018077420025,-0.005622264810022324,-0.025002446442579235,-0.03719833521180899,-0.05466495988532304,899.7163267437265,1484.9421607658207,2454.7535635023482,13361.934365176008,19365.15277301192,0.0018210007498478094
46,0.3764748169431925,0.004151648361250656,5.511625422732443e-06,5.470973211252361e-06,0.0004992046525806072,-0.005622264810022324,-0.026757967142482575,-0.033239037278866304,-0.04905902037566512,871.9530444646782,1441.1930392337877,2392.745043348748,10647.385309675772,19359.391612282852,0.0019257870114003956
47,0.4180250465716577,0.0033785992033605484,5.330239895343247e-06,5.395160713192844e-06,0.0004861070071999098,-0.005622264810022324,-0.028240394969166437,-0.039138301728001285,-0.07160006554759486,921.625833206888,1488.799156567187,2515.5692238445513,11262.405950815883,19362.75691604996,0.0018180750223325672
48,0.4171386502629598,0.002365435828933584,4.727335593771942e-06,4.82263595791495e-06,0.00043403497089142306,-0.005622264810022324,-0.025738715665226376,-0.04971804295728006,-0.06919390857783396,1018.136624515748,1608.9836737235937,2513.431371274738,11717.410600620024,19362.041144268635,0.0014132212458538638
49,0.3914766573222639,0.00373214432896625,5.561749463801758e-06,5.5348206390464885e-06,0.000505601236927594,-0.005622264810022324,-0.02619312620208906,-0.03547876691554867,-0.0539942340149496,941.0447182713597,1495.0080992399264,2445.642182452159,12789.420216826233,19363.764819915985,0.0020589993609108387
50,0.34528649726109856,0.002124515013417168,4.42962658713391e-06,4.509800084411323e-06,0.00039727105717448047,-0.005622264810022324,-0.03642561917387627,-0.044380735495148226,-0.06286635802080506,1022.8167669154491,1512.406554043589,2474.0524178103447,14812.833183937242,19365.746991992408,0.0012765945806794742
51,0.3781441893202196,0.0034917184831327443,5.1082532196284905e-06,4.595483150994457e-06,0.00043551705916721286,-0.005622264810022324,-0.02714569001697841,-0.034272576034187874,-0.054647823186564456,936.7375502994047,1449.0372254578945,2420.2033348743225,16290.866754144949,19366.252368561934,0.0014817858810861858
52,0.38268880813174166,0.0026211348289830127,5.037574595613762e-06,5.190216209014552e-06,0.00046655142706132353,-0.005622264810022324,-0.02285823787487918,-0.03460211020421304,-0.07543560670218959,945.0521209031112,1529.2624039281857,2535.981346637699,12141.535744847142,19362.78124611998,0.0017299688461350977
53,0.4094526856308239,0.0032243114330115573,4.849070011220847e-06,5.308021144538457e-06,0.0004597169223506388,-0.005622264810022324,-0.02471348432544236,-0.039730672340866066,-0.06566874993965818,961.5318238265397,1600.9480612628006,2540.790229554732,13053.676359482479,19365.307242596187,0.0016404790869756717
54,0.42559861859018056,0.0029901546991133615,4.920030052013604e-06,4.436207165060099e-06,0.0004150050389730518,-0.005622264810022324,-0.025233988744012597,-0.03982572770501448,-0.059074173962170975,897.8578571213735,1413.6451888601846,2442.204380416986,11846.80679355814,19362.596525335553,0.0013527332163104247
55,0.3857246008851804,0.003715399062385944,5.383323218495106e-06,4.860753872830047e-06,0.0004632672801328508,-0.005622264810022324,-0.02147030552948853,-0.02943570835565669,-0.05144799422092587,923.4757658321267,1536.9258840967818,2571.5389584259515,11728.786600936974,19363.74988357681,0.0016670638348609914
56,0.36317172419712784,0.005128739298116128,5.3312961593667825e-06,5.7488661059753384e-06,0.0005038451609298858,-0.005622264810022324,-0.021469479259632163,-0.04074742999509984,-0.05705020150088367,885.6976932319108,1482.1547141949748,2438.110927822129,11643.180067033294,19362.26776376646,0.0019540455126156294
57,0.3962606430054025,0.0025543139656646705,4.999172692518811e-06,5.112289149106354e-06,0.00045722707576270643,-0.005622264810022324,-0.02059167377983205,-0.030831776788685674,-0.04917314931300698,895.1733138726403,1438.6220054155096,2426.7502460595874,13449.626071802935,19362.723855474007,0.0016081974112672642
58,0.35872757704589886,0.00268702638286992,4.659562154065806e-06,5.364966721647889e-06,0.0004477404186784788,-0.005622264810022324,-0.0369459969266984,-0.04579160262911281,-0.06364645680232434,987.9860184882349,1528.4740279933872,2452.348837979932,12908.04335812027,19363.590636759047,0.0015086657390545489
59,0.40518656994580965,0.0035230802538753513,5.602337472344807e-06,4.992696550074572e-06,0.0004832651067034342,-0.005622264810022324,-0.024337356109226972,-0.03569315610453477,-0.05691963459721934,915.7102400430891,1537.3710327881768,2525.6426939937473,14696.780847236125,19365.04985592746,0.0017965004108433616
60,0.37465406811377705,0.0038699303221224448,5.150720789286105e-06,5.1842371213882364e-06,0.0004676815963113719,-0.005622264810022324,-0.02344539459960647,-0.028708033602308423,-0.04989220555999337,916.8476628535532,1521.59539769945,2498.5685645084295,14724.790618868854,19366.421419657134,0.0016847172569782111
61,0.44261190815564383,0.0025958986484100875,4.9945124522907475e-06,5.2994835581419175e-06,0.0004664160609959503,-0.005622264810022324,-0.02445095627074753,-0.03758297533468454,-0.052385880116350404,934.7122718680223,1521.9763771182143,2455.8937581408422,11684.449329712595,19361.748909570102,0.0016794532962656921
62,0.277975138958517,0.002415562467683693,4.9044541019841155e-06,4.731832496439184e-06,0.0004330521112823917,-0.005622264810022324,-0.025370217917906435,-0.03586229652927021,-0.052957043020950834,1034.4329769973808,1570.8005253805231,2542.0380436004193,15279.605449353649,19366.500966451043,0.0014732718569976278
63,0.4196395013477477,0.003022663331297458,4.902724285717551e-06,4.848466258377787e-06,0.0004409178065855825,-0.005622264810022324,-0.02403177048702733,-0.035667943039796784,-0.05061359768282619,881.7554715900336,1456.911143468204,2414.2283408425187,13486.163548767181,19363.6309766924,0.0015020563574200143
64,0.3007307141020578,0.003037581957218671,4.637930385930822e-06,4.914849740649579e-06,0.00042524624750032395,-0.005622264810022324,-0.03045147070639118,-0.038135772409747797,-0.06865644383418334,943.5652962514148,1515.7920546992036,2513.5543688471503,14699.569098505679,19365.394697118645,0.0013957036697847377
65,0.40409601589065747,0.004223330045315321,5.33854746602292e-06,5.468786910849319e-06,0.00048415317313326746,-0.005622264810022324,-0.022572615110868832,-0.04043947087783083,-0.06324701418166745,818.8764983677956,1442.6647464626087,2500.163351646204,11731.872011443156,19362.497412202058,0.001824995021336042
66,0.3547090280054839,0.0034818187072582344,4.941635540001781e-06,4.876204991162255e-06,0.0004434671213291856,-0.005622264810022324,-0.026216559109086712,-0.03537121772422396,-0.06403273866373453,893.3761032016827,1459.4997418228413,2440.9473585553624,13455.77530407363,19363.730458310198,0.001547100541411383
67,0.38293105628446056,0.005364348126464198,4.860963082317377e-06,5.150566399584469e-06,0.0004539629009674258,-0.005622264810022324,-0.02581869418601056,-0.04203158928223557,-0.057136092018864305,905.6543933242897,1538.9333802177928,2480.3946657461865,13167.162071791607,19363.829438237208,0.0016295560946804949
68,0.42005739882861076,0.003218743476564817,5.195254216847735e-06,5.305125235748648e-06,0.000471422017853972,-0.005622264810022324,-0.02186784502898726,-0.04130905949559958,-0.06133129886241251,861.7442344839188,1553.777293122328,2492.8761416677644,14933.895629243227,19365.997781698705,0.0017990054325868572
69,0.3540124695425878,0.0026361820274073467,4.760883634133135e-06,4.624690232148179e-06,0.000413382911163845,-0.005622264810022324,-0.030103771127729127,-0.03894550649953315,-0.06300542519003159,987.4957471073227,1506.670814842712,2430.7318309178577,15448.838133043255,19366.633478281292,0.001386512411859627
70,0.3945920780348299,0.003164158374604129,5.254613654370475e-06,4.86199133395713e-06,0.000451513321320957,-0.005622264810022324,-0.02825539115397124,-0.04202927565180286,-0.060146359101786215,908.205226043058,1457.3085494458596,2467.866153833038,12482.569584572315,19364.07769875863,0.0016112826555369955
71,0.3224377000391215,0.0029694409891552285,4.533559165010002e-06,5.215583787036258e-06,0.00043491796326940467,-0.005622264810022324,-0.03202054634323678,-0.04363210679625318,-0.0644237483212853,1081.9983651582634,1595.8671174506371,2468.121766705184,12806.285654545161,19362.61461045082,0.0014988039666416796
72,0.36926049590494414,0.002811401896406422,4.552245972901154e-06,4.428755314127913e-06,0.0004072751649534768,-0.005622264810022324,-0.03141538606088756,-0.04418925846007939,-0.05632140274602569,965.5430157619764,1461.1577112796908,2401.231349224358,13261.36493298618,19363.765940238325,0.0013201258203055619
73,0.37933123357229015,0.002974413803864176,5.136462340774494e-06,4.857751838491785e-06,0.0004532568454449868,-0.005622264810022324,-0.020804832850190552,-0.02582307060176906,-0.05703724802689017,876.5545032263249,1473.112658292201,2442.3430787731377,15614.195402897174,19366.306834060273,0.001655290086771254
74,0.3844021262859173,0.0027039945353508478,4.8692615361977936e-06,4.538442063823013e-06,0.0004248309455579036,-0.005622264810022324,-0.02836462844234327,-0.03928122063656127,-0.05642423053526576,979.9983639653823,1540.2336816971322,2498.2392405737423,12573.320158137441,19362.01374643959,0.0014207488008449326
75,0.3711621044906892,0.003253615567965176,5.050383835564661e-06,4.6214479256690514e-06,0.00043905884739774066,-0.005622264810022324,-0.023925613692313386,-0.03602933570706851,-0.06442126911966578,905.8446635369144,1458.8072481987392,2423.873994428596,11828.221059721676,19363.762948884378,0.0015845704191007066
76,0.3571069428625119,0.0025036306196850803,5.05221543036285e-06,4.969779072841274e-06,0.0004472886957606137,-0.005622264810022324,-0.024696445892879896,-0.04353494689368867,-0.06260879853543803,856.4776524645649,1435.066736845735,2480.142055959992,10928.638546922535,19361.77418701373,0.0015704184856733436
77,0.3550794685922067,0.0018831839241779487,4.63563828206913e-06,5.303437970719776e-06,0.0004452467147568067,-0.005622264810022324,-0.03347122644283627,-0.04788155083946067,-0.07146403457643545,945.2362121071079,1535.4170614895074,2486.341503474382,12043.77617744852,19361.652709905782,0.0015562544010326836
78,0.4285421943417812,0.0037645871061572035,5.520660057557902e-06,4.964662144844952e-06,0.00047420782938315144,-0.005622264810022324,-0.01816968400780638,-0.032835875995419955,-0.06812407224773455,839.5349590641998,1460.7759569441432,2508.8931912828516,16561.697706691415,19367.96638655094,0.0017380467406610993
79,0.3908805367600418,0.0023246572455642507,5.262408535043025e-06,4.7286848312343535e-06,0.0004474498600762895,-0.005622264810022324,-0.024407189352975124,-0.0317570083183321,-0.05040089983499133,885.8614398732761,1439.1179807596027,2482.0765295853407,14482.164027347422,19366.741447075183,0.0015613701135179308
80,0.35983033871756065,0.0027344657242315286,4.685251093358203e-06,4.73916436090353e-06,0.00042331507204749444,-0.005622264810022324,-0.02055653300370788,-0.031135965265312034,-0.068192639869484,974.2620237107019,1514.0885951242226,2461.786891778878,13792.246053549308,19366.162974475163,0.0014186569255195843
81,0.39421254979356507,0.002360839866234096,4.9282384553964054e-06,4.949544375810609e-06,0.0004479479916984115,-0.005622264810022324,-0.020778347511894273,-0.03027667417628671,-0.05541336516019403,854.9032261805596,1452.26044208755,2473.3237079981654,12794.988693924122,19363.2394392808,0.0015231914334820577
82,0.3576100222527675,0.0041324179130953955,4.921501945873012e-06,4.768798420338058e-06,0.00043793150193051686,-0.005622264810022324,-0.025871589655516936,-0.03932279539998237,-0.06006435246797098,951.418105693001,1504.5346681178487,2468.2501260547037,11535.459907072856,19362.007597689837,0.0015300100675480189
83,0.362086735921805,0.0027477414383627547,4.734484545914936e-06,4.815779790225939e-06,0.0004310170094524562,-0.005622264810022324,-0.030732042877011593,-0.04371430213816158,-0.06522113196471804,955.0890670402553,1485.9820605385519,2384.092475242485,13697.325394822392,19364.71153379994,0.001491817310548256
84,0.39144881497425105,0.0030496058794823554,4.8527202912152744e-06,4.66863277950134e-06,0.0004268180323261727,-0.005622264810022324,-0.02181996555087501,-0.033698544831501816,-0.052471397178468916,912.9249154203994,1511.4244422505603,2516.3718675508785,12868.75988121169,19362.579510449017,0.0014761580409215211
85,0.3610278956315281,0.0025003204729669515,4.928438183485462e-06,4.654955387047389e-06,0.00043006705932392225,-0.005622264810022324,-0.03130935674273254,-0.03955612199986167,-0.05672645956017957,997.8410464151185,1523.3847596832468,2485.2481527576956,14068.782848868539,19364.53226382039,0.0014699200211319738
86,0.32995469930125165,0.0031460178031334123,4.5813922185405555e-06,4.880377224926517e-06,0.00042895060910779826,-0.005622264810022324,-0.033652760795489005,-0.041115407703201656,-0.06266476414399733,997.1279334972777,1528.1997376257834,2465.991829733303,13357.597326613295,19364.176179194546,0.0014429466682695932
87,0.31070049563258023,0.0033494020313005104,5.356137794829187e-06,6.128038300390992e-06,0.0005185865554850293,-0.005622264810022324,-0.02581229165264852,-0.036642626098660314,-0.06268123715217644,896.9128705130172,1507.1926476569365,2540.027752802781,12639.277963256804,19362.028088703453,0.002080008870257212
88,0.4521726038629743,0.003923730413221577,4.970346699903412e-06,5.914437634414481e-06,0.0004888543355944384,-0.005622264810022324,-0.017771105440049804,-0.04031799373387648,-0.055967360989569975,858.1475407641824,1494.500196543073,2476.0652058748487,12313.895268410446,19362.745804183684,0.0018879352598914227
89,0.3634587306468028,0.002353994647799285,5.01225267620602e-06,4.5435398659795105e-06,0.0004317626978368011,-0.005622264810022324,-0.02647571532463239,-0.03716180587660049,-0.052888879786210145,927.5339497797121,1493.8260977190903,2461.184752247985,13425.074946655759,19364.570492976007,0.0014713263477728724
90,0.34630166590914596,0.004217742914991299,5.148792081006649e-06,4.81879165722454e-06,0.0004482176454290766,-0.005622264810022324,-0.02157861885881597,-0.0306761052686015,-0.05239647910964328,915.6857006665825,1512.818156265892,2522.649330872675,11867.8017261631,19361.58000165515,0.001572695204357129
91,0.461432659692917,0.0032274319580911804,4.962569825283177e-06,5.517752470376697e-06,0.0004713075094432944,-0.005622264810022324,-0.02520818757253579,-0.03859093873373266,-0.06353629157201399,911.2939947186467,1486.402907310301,2410.803286948231,12022.638935305917,19364.692418807066,0.001693058108167044
92,0.48063676623561846,0.0033853988092701582,5.159785540990831e-06,4.716103431257222e-06,0.0004495003219713523,-0.005622264810022324,-0.02266063114522661,-0.03289364583115463,-0.0628040228260992,875.8855609085336,1415.6824702566255,2374.8657993610673,12694.725028604567,19362.214644711567,0.0015670819143985032
93,0.40737722350624667,0.00274118777612469,5.008537260107153e-06,5.353959057628641e-06,0.0004716230787587887,-0.005622264810022324,-0.023797127142755257,-0.03756194886780354,-0.062314047486883864,958.138368062118,1529.354473852482,2540.326938750291,13366.66510211139,19363.749987489282,0.0017054308424426456
94,0.3188027764508451,0.0028738913959468633,4.693139500978434e-06,5.003417309675732e-06,0.0004319744211139819,-0.005622264810022324,-0.03463044217796335,-0.044397104305435225,-0.0697593813560395,987.1352232390428,1546.49524711734,2571.3712450352828,14346.332635144208,19364.033387879255,0.0014437869736745902
